fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,pintMax,horaPIntMax
2024-06-18,3195,"MADRID, RETIRO",MADRID,667,"20,6","0,6","15,0",21:50,"26,2",13:20,25,"2,5","11,7",16:20,"937,8",23,"933,5",04,54,94,22:10,29,13:50,"1,8",18:55
2024-06-19,3195,"MADRID, RETIRO",MADRID,667,"19,2","1,7","14,0",04:50,"24,5",13:00,23,"1,1","12,8",19:10,"938,3",21,"935,6",17,51,94,Varias,34,Varias,"0,0",
2024-06-20,3195,"MADRID, RETIRO",MADRID,667,"17,4","7,2","13,1",13:10,"21,7",11:10,30,"1,9","8,6",12:20,"942,6",24,"937,1",03,80,96,05:10,47,11:50,"18,6",12:25
2024-06-21,3195,"MADRID, RETIRO",MADRID,667,"20,4","0,0","13,0",05:20,"27,8",14:50,16,"1,9","8,3",12:50,"944,7",10,"941,9",01,45,88,05:00,28,14:40,"0,0",
2024-06-22,3195,"MADRID, RETIRO",MADRID,667,"23,8","0,0","16,3",04:50,"31,2",13:10,29,"2,2","8,9",13:40,"944,4",08,"941,1",18,36,75,05:40,21,13:50,"0,0",
2024-06-23,3195,"MADRID, RETIRO",MADRID,667,"24,1","0,0","17,4",06:10,"30,8",14:00,99,"1,9","9,2",Varias,"942,2",00,"937,2",17,45,71,06:20,34,14:10,"0,0",
2024-06-24,3195,"MADRID, RETIRO",MADRID,667,"25,0","0,0","18,3",05:10,"31,6",15:20,10,"1,7","7,8",00:20,"938,7",01,"932,9",18,45,69,05:50,26,19:10,"0,0",
2024-06-25,3195,"MADRID, RETIRO",MADRID,667,"27,4","0,0","20,3",05:30,"34,4",14:40,32,"2,5","9,7",18:00,"935,2",07,"930,4",18,45,72,05:30,23,Varias,"0,0",
2024-06-26,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,3","21,9",05:40,"30,4",12:00,12,"2,5","10,8",14:10,"935,4",23,"932,1",00,51,63,14:40,37,11:50,"0,6",Varias
2024-06-27,3195,"MADRID, RETIRO",MADRID,667,"26,9","0,0","20,7",03:30,"33,1",16:00,16,"2,5","9,2",Varias,"936,7",23,"932,9",Varias,38,66,06:00,21,15:40,"0,0",
2024-06-28,3195,"MADRID, RETIRO",MADRID,667,"22,6","0,5","17,2",23:40,"27,9",11:30,24,"2,2","10,3",16:10,"938,0",23,"936,1",19,54,88,23:40,36,00:10,"1,2",23:35
2024-06-29,3195,"MADRID, RETIRO",MADRID,667,"20,4","0,0","16,3",04:30,"24,5",14:40,99,"4,2","9,7",Varias,"938,4",22,"936,3",Varias,68,90,02:00,55,15:50,"0,6",00:25
2024-06-30,3195,"MADRID, RETIRO",MADRID,667,"21,8","0,0","17,7",Varias,"26,0",13:20,22,"1,4","6,1",12:20,"939,2",11,"937,0",17,57,84,05:20,40,17:40,"0,0",
2024-07-01,3195,"MADRID, RETIRO",MADRID,667,"24,1","0,0","18,2",05:10,"30,0",13:10,05,"2,2","10,6",21:50,"943,7",23,"938,5",03,40,69,04:30,24,17:10,"0,0",
